Unnamed: 0,Age_Group_18-25,Age_Group_26-35,Age_Group_36-45,Age_Group_46-55,Age_Group_56-65,Gender_Female,Gender_Male,Avg_Transaction_Amount,Add_to_Cart,Browse,Login,Purchase,Label
1293,True,False,False,False,False,False,True,773.387039555087,0,5,3,1,No Fraud
1294,False,False,False,False,False,True,False,105.06059764422618,2,7,3,1,No Fraud
1295,False,False,True,False,False,False,False,221.23068441936053,4,8,3,1,No Fraud
1296,False,False,False,True,False,True,False,168.64658779497915,3,8,4,5,No Fraud
1297,False,False,False,False,False,True,False,191.09236869449626,1,9,4,1,Fraud
1298,False,False,False,False,False,True,False,444.7314604177976,2,5,1,4,Fraud
1299,True,False,False,False,False,True,False,404.643983345765,3,2,4,3,No Fraud
1300,False,True,False,False,False,True,False,202.31648314147907,0,6,4,1,No Fraud
1301,False,False,False,False,False,False,True,894.0118164528242,2,1,3,5,No Fraud
1302,True,False,False,False,False,True,False,653.8848186991243,4,6,1,5,No Fraud
1303,False,False,False,False,True,False,True,816.816978060804,3,3,4,1,Fraud
1304,False,False,False,True,False,False,True,434.3944499698878,2,3,2,5,No Fraud
1305,False,True,False,False,False,False,True,469.2124146588111,4,7,3,2,Fraud
1306,False,False,False,True,False,False,False,385.8590894830552,1,4,2,6,No Fraud
1307,False,False,False,False,False,True,False,494.583950888642,2,5,1,5,No Fraud
1308,True,False,False,False,False,False,False,649.3395361195483,1,6,3,3,No Fraud
1309,True,False,False,False,False,True,False,543.6856070562173,3,6,1,2,No Fraud
1310,False,False,False,True,False,False,False,854.1253055696052,3,2,4,4,No Fraud
1311,False,False,True,False,False,True,False,910.1252517488418,3,3,3,2,No Fraud
1312,False,False,True,False,False,False,True,522.7154680308392,1,1,1,3,No Fraud
1313,False,False,False,False,False,False,True,315.77318231378445,1,3,1,6,No Fraud
1314,False,True,False,False,False,False,True,950.6731775133779,4,8,1,2,No Fraud
1315,False,False,False,False,False,False,False,761.5347787458304,2,4,2,1,No Fraud
1316,False,False,False,True,False,True,False,676.114377448492,4,2,3,5,Fraud
1317,False,False,True,False,False,False,False,770.8723602615783,1,4,1,1,Fraud
1318,False,False,False,False,False,True,False,168.3836041572306,2,7,3,1,No Fraud
1319,False,True,False,False,False,False,False,160.86369487390527,3,9,4,1,Fraud
1320,False,False,False,False,False,True,False,237.80858732288866,4,5,4,2,No Fraud
1321,True,False,False,False,False,True,False,232.7058706964792,4,5,1,4,Fraud
1322,False,False,False,True,False,True,False,478.603427364464,4,5,3,6,No Fraud
1323,False,True,False,False,False,True,False,241.66367405682777,1,9,1,5,No Fraud
1324,True,False,False,False,False,True,False,869.0730798399369,2,7,1,2,No Fraud
1325,True,False,False,False,False,True,False,620.2872378352232,3,3,2,6,No Fraud
1326,False,True,False,False,False,True,False,431.4357067152263,1,2,3,1,No Fraud
1327,False,False,False,True,False,True,False,162.6602844027404,3,9,2,3,No Fraud
1328,False,False,False,False,False,True,False,631.9250163632126,0,3,1,3,No Fraud
1329,False,False,False,False,False,True,False,204.8795385329137,0,8,2,1,No Fraud
1330,True,False,False,False,False,True,False,768.8982253623456,3,4,2,4,No Fraud
1331,False,False,False,True,False,True,False,822.4822870694393,0,5,2,6,Fraud
1332,False,False,False,False,False,True,False,589.578632163857,2,8,4,5,No Fraud
1333,False,False,False,True,False,False,False,234.64257322677173,2,5,4,6,Fraud
1334,False,False,False,True,False,True,False,808.176451366419,1,2,2,2,No Fraud
1335,False,False,False,False,False,False,False,377.04501033340057,3,6,3,4,No Fraud
1336,False,False,False,False,False,True,False,300.3878284781139,1,7,4,3,No Fraud
1337,True,False,False,False,False,False,False,523.5009769165828,2,1,2,1,Fraud
1338,False,False,False,False,False,False,False,930.3816172446261,2,9,1,2,No Fraud
1339,False,False,False,False,False,True,False,367.6359628670713,2,6,4,4,No Fraud
1340,False,False,False,False,False,False,True,915.0206508753582,4,4,1,6,Fraud
1341,False,False,False,False,False,False,False,148.28797786584508,0,2,2,4,No Fraud
1342,True,False,False,False,False,False,True,175.17133451615211,1,9,2,4,No Fraud
1343,False,True,False,False,False,True,False,728.7049226217223,1,6,2,6,No Fraud
1344,False,True,False,False,False,True,False,271.533395303358,2,9,1,2,No Fraud
1345,True,False,False,False,False,False,True,384.9586148769629,4,2,4,5,Fraud
1346,False,False,False,False,True,False,True,222.73568288252113,1,5,2,6,No Fraud
1347,False,False,True,False,False,False,True,399.0234422192935,1,6,3,2,No Fraud
1348,True,False,False,False,False,True,False,352.413994503217,4,5,2,6,No Fraud
1349,False,False,True,False,False,False,False,762.7038750900853,2,6,4,1,No Fraud
1350,False,False,False,True,False,False,True,731.8210493701395,4,3,4,2,No Fraud
1351,False,False,False,False,False,True,False,959.4344587855289,0,9,3,4,No Fraud
1352,False,True,False,False,False,True,False,751.9795166557368,1,2,2,5,No Fraud
1353,False,False,False,False,False,True,False,725.3359777192464,0,2,4,5,Fraud
1354,True,False,False,False,False,True,False,724.7835001563866,1,5,4,1,No Fraud
1355,False,False,False,False,True,True,False,894.6707100833585,0,3,4,1,No Fraud
1356,False,False,False,False,False,False,True,366.61305958799505,1,2,1,3,No Fraud
1357,False,False,False,False,False,True,False,370.0828982744238,2,6,4,3,No Fraud
1358,False,False,False,False,False,False,False,767.092428734443,3,6,4,3,Fraud
1359,False,False,False,True,False,False,True,305.8346234351147,4,7,1,2,Fraud
1360,True,False,False,False,False,False,False,920.8180037331729,1,4,2,5,No Fraud
1361,False,False,False,False,False,False,True,581.3035525781975,4,8,3,1,No Fraud
1362,False,True,False,False,False,True,False,370.11243528354856,1,3,1,3,Fraud
1363,True,False,False,False,False,True,False,798.4899367209841,3,1,1,1,Fraud
1364,False,False,False,False,False,True,False,381.0885668877665,2,5,1,3,No Fraud
1365,False,True,False,False,False,False,False,966.9504853646846,2,6,4,2,Fraud
1366,False,True,False,False,False,True,False,984.6902887524863,4,3,2,6,Fraud
1367,True,False,False,False,False,True,False,700.1166177695766,3,2,2,2,Fraud
1368,False,True,False,False,False,True,False,202.27050077520633,4,3,2,4,No Fraud
1369,True,False,False,False,False,False,True,336.88796493996324,2,3,3,1,No Fraud
1370,False,False,False,False,True,True,False,563.8752659944498,0,7,2,6,No Fraud
1371,False,False,False,False,False,True,False,866.3027050881834,4,1,3,6,No Fraud
1372,True,False,False,False,False,False,False,266.3978472478258,1,4,4,4,No Fraud
1373,False,False,True,False,False,False,True,193.9631131125391,2,3,2,6,Fraud
1374,False,True,False,False,False,False,False,167.02973487013202,1,7,3,2,No Fraud
1375,False,True,False,False,False,False,True,556.2708061240422,3,1,4,6,No Fraud
1376,False,False,False,False,False,True,False,896.2308726352352,2,8,4,2,Fraud
1377,False,False,False,True,False,True,False,138.1233183795031,2,7,3,6,No Fraud
1378,False,False,False,False,False,False,True,291.08938059418114,4,8,4,6,Fraud
1379,False,False,True,False,False,True,False,723.9313142555516,4,8,4,1,No Fraud
1380,False,True,False,False,False,True,False,843.2770916293439,1,9,2,4,No Fraud
1381,True,False,False,False,False,False,True,826.6595763692526,4,1,3,6,No Fraud
1382,False,False,False,False,False,True,False,806.561251588298,0,9,4,6,No Fraud
1383,True,False,False,False,False,True,False,216.81982073200598,2,1,1,4,No Fraud
1384,False,True,False,False,False,False,True,457.5138239646266,3,3,1,4,No Fraud
1385,True,False,False,False,False,True,False,986.2701965485719,2,7,4,1,No Fraud
1386,False,True,False,False,False,True,False,989.9988144292794,1,8,2,1,Fraud
1387,False,False,False,False,False,False,True,642.1846527587692,4,5,1,1,No Fraud
1388,False,False,False,True,False,False,True,738.3404842490208,2,1,2,5,Fraud
1389,False,True,False,False,False,True,False,956.1554166567782,4,3,4,6,Fraud
1390,False,False,False,True,False,False,False,504.93507511708935,1,7,3,2,No Fraud
1391,False,False,False,False,False,True,False,223.18017209541392,4,2,4,5,No Fraud
1392,False,False,False,False,False,False,True,702.0539879644704,3,2,4,5,No Fraud
1393,True,False,False,False,False,True,False,964.0920744104711,1,9,1,2,No Fraud
1394,True,False,False,False,False,True,False,727.4854844796649,2,6,3,6,No Fraud
1395,False,False,False,False,True,False,True,822.9890143213639,2,4,2,3,No Fraud
1396,True,False,False,False,False,False,True,480.4739235735536,3,9,2,3,No Fraud
1397,False,False,False,True,False,True,False,186.81683873036596,0,7,3,3,No Fraud
1398,False,False,False,True,False,True,False,251.99387789655998,4,7,2,1,No Fraud
1399,False,False,False,False,False,True,False,984.3893464919294,2,8,1,1,Fraud
1400,True,False,False,False,False,False,True,543.8658852948588,3,3,4,4,No Fraud
1401,False,False,True,False,False,True,False,110.8185311595249,4,2,2,4,Fraud
1402,False,False,False,True,False,False,True,959.8305526580565,1,1,1,5,No Fraud
1403,False,False,True,False,False,False,False,548.0019207739476,3,2,2,4,No Fraud
1404,False,False,False,False,False,True,False,852.6415584626538,1,3,1,1,No Fraud
1405,False,True,False,False,False,True,False,593.6123278332041,1,5,2,5,No Fraud
1406,False,False,False,False,False,False,True,191.53205530728496,1,8,2,4,No Fraud
1407,False,False,False,False,False,True,False,654.012623918752,4,3,3,4,Fraud
1408,False,False,False,True,False,False,True,997.6602486876483,0,7,3,3,Fraud
1409,False,False,True,False,False,True,False,131.26400438134877,1,5,1,1,Fraud
1410,False,False,False,False,False,True,False,857.6147777635397,2,5,3,5,Fraud
1411,True,False,False,False,False,True,False,311.93271608568847,4,8,4,2,No Fraud
1412,False,False,False,False,True,False,False,454.4796004409671,4,5,3,6,No Fraud
1413,False,True,False,False,False,True,False,435.4385605956058,1,7,1,4,No Fraud
1414,False,False,False,True,False,True,False,908.9174748422076,2,8,3,1,No Fraud
1415,True,False,False,False,False,True,False,554.0375699486543,3,8,1,5,Fraud
1416,False,False,False,False,False,False,False,502.4568581509848,4,3,4,6,Fraud
1417,True,False,False,False,False,True,False,836.2225979530988,1,4,1,1,No Fraud
1418,True,False,False,False,False,False,False,144.016420874453,1,8,1,1,No Fraud
1419,False,False,True,False,False,False,False,177.81068358570138,0,5,4,5,Fraud
1420,True,False,False,False,False,True,False,119.51997118866036,0,1,4,3,No Fraud
1421,True,False,False,False,False,False,True,719.1846136067957,3,7,1,6,No Fraud
1422,False,False,False,True,False,True,False,573.054523371263,3,3,2,3,No Fraud
1423,False,False,True,False,False,False,False,888.4199132814543,3,2,2,4,Fraud
1424,False,True,False,False,False,True,False,548.6796126753451,3,5,1,3,No Fraud
1425,False,True,False,False,False,True,False,299.63761548579475,1,1,3,4,No Fraud
1426,False,False,False,True,False,True,False,824.6326357939745,1,9,1,4,No Fraud
1427,False,False,False,False,True,True,False,364.89146880936056,1,5,1,5,No Fraud
1428,False,True,False,False,False,True,False,942.1208039369881,2,6,3,1,No Fraud
1429,False,False,False,False,False,False,False,325.3814990670164,3,7,4,2,No Fraud
1430,False,True,False,False,False,True,False,250.94858758325813,2,9,1,2,No Fraud
1431,False,False,False,False,False,False,True,543.9915923596191,4,5,2,3,No Fraud
1432,False,False,False,False,False,True,False,145.463606173219,4,4,4,5,No Fraud
1433,True,False,False,False,False,False,True,132.77055563435587,1,3,4,2,No Fraud
1434,False,False,False,False,True,False,True,546.4130907299121,4,5,1,1,Fraud
1435,False,False,False,False,False,True,False,293.5961927153088,1,3,2,4,No Fraud
1436,False,False,False,False,False,True,False,108.41737455566317,3,5,3,4,Fraud
1437,False,False,False,False,False,True,False,366.45122028836954,2,8,3,5,No Fraud
1438,False,False,False,True,False,True,False,529.6306184619327,1,2,3,3,No Fraud
1439,False,True,False,False,False,False,True,454.85983131438087,0,4,2,1,No Fraud
1440,False,True,False,False,False,True,False,221.9225195443808,0,8,4,3,No Fraud
1441,True,False,False,False,False,True,False,621.7073450487798,3,5,4,3,No Fraud
1442,False,True,False,False,False,False,False,739.2996920328733,2,8,1,5,Fraud
1443,False,False,False,False,False,True,False,707.9852459469658,1,6,4,4,No Fraud
1444,False,False,True,False,False,True,False,454.38572915494524,3,1,4,3,Fraud
1445,False,False,True,False,False,False,True,223.8365360540026,2,5,3,3,No Fraud
1446,True,False,False,False,False,True,False,549.5380961416504,0,2,3,1,Fraud
1447,False,False,False,False,False,False,True,901.3885794433744,1,7,3,6,No Fraud
1448,False,False,True,False,False,False,True,521.8505640471096,2,4,4,4,No Fraud
1449,True,False,False,False,False,True,False,276.11294476742887,4,2,1,3,No Fraud
1450,False,False,False,False,False,True,False,183.74797278435733,1,1,4,6,Fraud
1451,False,True,False,False,False,False,True,949.5339742889915,4,5,1,2,No Fraud
1452,False,True,False,False,False,False,True,768.7084679892234,3,8,4,6,No Fraud
1453,True,False,False,False,False,True,False,381.6702754304341,2,8,2,2,No Fraud
1454,False,False,False,True,False,True,False,365.817165584657,2,2,4,4,Fraud
1455,False,False,True,False,False,False,True,905.6966380503378,2,6,2,4,No Fraud
1456,False,True,False,False,False,True,False,259.811411328686,2,7,1,5,No Fraud
1457,False,False,False,False,False,True,False,581.53356069089,1,1,4,6,Fraud
1458,False,True,False,False,False,False,False,742.1538476613713,4,5,4,3,No Fraud
1459,False,True,False,False,False,True,False,456.75131676912065,4,6,1,2,No Fraud
1460,True,False,False,False,False,False,False,135.9121082887797,3,7,3,6,Fraud
1461,False,False,False,False,True,False,True,304.98293234756943,3,9,3,2,No Fraud
1462,False,False,False,False,True,True,False,911.6273236981364,2,3,2,4,No Fraud
1463,False,True,False,False,False,False,True,570.8070701555989,0,8,4,4,No Fraud
1464,False,False,False,False,True,False,True,833.8971218391728,0,3,3,1,Fraud
1465,True,False,False,False,False,False,True,600.1169885115555,2,9,1,1,No Fraud
1466,False,False,False,False,False,False,False,949.241886141073,4,8,1,4,Fraud
1467,False,True,False,False,False,False,False,918.2206680011606,3,9,4,1,No Fraud
1468,False,False,False,False,False,True,False,534.5992378093617,1,5,2,4,No Fraud
1469,False,False,False,False,False,True,False,386.44662289271446,0,9,1,6,No Fraud
1470,False,True,False,False,False,False,True,641.5019086110492,3,3,4,4,No Fraud
1471,False,False,False,True,False,False,False,707.3989135025262,0,7,2,5,No Fraud
1472,False,False,False,False,False,True,False,548.5195830705684,4,3,3,1,No Fraud
1473,False,False,False,True,False,False,False,840.0548989855849,4,6,4,3,Fraud
1474,False,False,True,False,False,True,False,264.9956696063945,2,8,2,3,Fraud
1475,True,False,False,False,False,True,False,400.9706475616291,2,2,1,6,No Fraud
1476,False,True,False,False,False,True,False,717.7387216298076,0,8,3,5,No Fraud
1477,False,True,False,False,False,False,False,322.01547884880154,0,1,1,3,No Fraud
1478,False,True,False,False,False,True,False,495.8602702152705,3,4,1,3,No Fraud
1479,True,False,False,False,False,False,False,967.3601919654634,2,7,3,6,No Fraud
1480,True,False,False,False,False,False,False,663.2883754179168,4,1,4,6,No Fraud
1481,False,False,False,True,False,False,True,954.1515111770132,3,6,4,5,Fraud
1482,False,False,False,False,False,False,True,750.1972629237183,3,6,4,2,No Fraud
1483,False,False,True,False,False,False,True,752.2000927004556,1,7,1,5,No Fraud
1484,True,False,False,False,False,False,True,632.671456321185,4,9,1,5,No Fraud
1485,False,True,False,False,False,True,False,227.98773533325414,3,7,4,1,No Fraud
1486,False,False,True,False,False,False,True,567.742861797659,1,3,4,3,No Fraud
1487,False,False,False,False,True,False,False,327.3995804531239,2,4,3,3,No Fraud
1488,False,True,False,False,False,False,False,998.8052989161522,4,1,1,2,No Fraud
1489,False,False,False,False,True,True,False,340.2657460910985,2,5,2,5,No Fraud
1490,False,False,False,False,False,False,False,307.6172591153037,1,7,4,4,No Fraud
1491,False,False,False,False,False,False,True,661.4948396116401,4,3,4,2,No Fraud
1492,False,False,False,False,False,False,False,559.853931897667,0,6,1,2,No Fraud
1493,False,False,False,False,False,False,True,119.21762192906274,0,3,4,3,Fraud
1494,False,True,False,False,False,False,True,216.57986109322286,0,4,4,3,No Fraud
1495,False,False,True,False,False,False,False,829.9386476447613,3,5,1,3,Fraud
1496,False,True,False,False,False,True,False,535.3227596328045,0,6,4,3,Fraud
1497,False,False,False,False,False,False,False,231.41369334071294,3,6,3,2,No Fraud
1498,True,False,False,False,False,False,False,518.7183065521602,3,1,2,6,No Fraud
1499,True,False,False,False,False,False,True,327.83417477416333,1,8,1,5,No Fraud
1500,False,False,True,False,False,False,True,301.2323150011093,0,3,3,6,Fraud
1501,False,False,False,False,False,True,False,961.952748800594,4,4,1,6,Fraud
1502,False,False,True,False,False,False,True,425.8220741719669,3,8,1,3,No Fraud
1503,False,False,False,False,True,True,False,141.7879942051052,1,5,1,1,No Fraud
1504,False,False,False,False,False,True,False,973.2940053735725,3,6,2,2,No Fraud
1505,False,False,False,False,False,True,False,815.355617294942,4,1,3,4,No Fraud
1506,True,False,False,False,False,False,True,328.97197590774266,4,8,2,4,No Fraud
1507,False,False,False,False,False,True,False,468.00265123485224,0,5,1,5,No Fraud
1508,True,False,False,False,False,False,True,876.0606171356156,3,1,4,2,No Fraud
1509,True,False,False,False,False,False,False,421.6721673909468,4,7,2,2,Fraud
1510,False,False,False,False,False,False,False,610.6636378059391,2,2,4,2,Fraud
1511,False,True,False,False,False,False,True,581.3711826981514,4,6,1,6,Fraud
1512,False,False,True,False,False,True,False,461.16509376591966,4,3,4,1,Fraud
1513,False,False,True,False,False,False,False,675.5517116323446,3,6,2,1,Fraud
1514,False,False,True,False,False,False,True,525.9616635716977,4,9,3,6,No Fraud
1515,True,False,False,False,False,True,False,119.10744250657555,1,6,4,3,No Fraud
1516,False,False,True,False,False,False,False,832.9447968831438,4,1,2,6,No Fraud
1517,False,False,False,False,True,False,False,201.84020447834735,2,6,3,4,No Fraud
1518,True,False,False,False,False,True,False,517.680937802227,4,3,1,6,No Fraud
1519,False,False,True,False,False,False,False,621.9107118347474,0,4,3,1,No Fraud
1520,False,True,False,False,False,True,False,734.9554487739617,3,4,1,4,No Fraud
1521,False,True,False,False,False,True,False,469.7168817591545,2,9,2,6,No Fraud
1522,False,True,False,False,False,True,False,761.9936383274783,1,8,2,2,No Fraud
1523,False,False,False,False,False,False,True,218.2150762467132,4,7,3,1,No Fraud
1524,False,False,True,False,False,False,True,688.1009934437011,4,5,2,4,No Fraud
1525,False,False,False,False,False,False,True,843.7050348271326,1,4,2,1,No Fraud
1526,False,False,False,False,False,True,False,900.4995755537511,4,3,1,2,No Fraud
1527,True,False,False,False,False,True,False,621.6098463585002,0,1,2,2,No Fraud
1528,False,False,False,False,True,True,False,381.60567826753356,2,9,4,2,No Fraud
1529,False,False,False,False,False,True,False,247.0208605422638,4,8,1,3,No Fraud
1530,True,False,False,False,False,False,True,411.0028775897004,1,1,4,6,No Fraud
1531,False,False,False,False,False,False,False,585.9769358389958,1,2,3,4,No Fraud
1532,True,False,False,False,False,False,True,276.69720159240444,2,1,4,3,No Fraud
1533,False,False,False,False,False,False,True,957.2634151237836,0,1,2,5,No Fraud
1534,False,False,False,False,False,True,False,907.4218859856185,2,9,3,5,No Fraud
1535,False,False,False,True,False,False,True,129.66147537888813,4,5,2,1,Fraud
1536,False,False,False,False,True,False,False,605.76561840735,0,3,3,1,No Fraud
1537,False,False,False,False,False,False,False,810.3779112219519,0,2,3,1,No Fraud
1538,True,False,False,False,False,True,False,320.8527639406063,1,8,1,3,No Fraud
1539,False,False,False,False,False,True,False,571.5066091534695,0,8,4,6,Fraud
1540,False,False,False,False,True,True,False,465.3926941684411,4,6,2,2,Fraud
1541,True,False,False,False,False,False,False,276.8916377962688,4,2,3,1,No Fraud
1542,True,False,False,False,False,True,False,653.2636454882404,4,1,1,1,No Fraud
1543,False,False,False,False,False,True,False,994.3229578661478,3,6,3,6,No Fraud
1544,False,False,True,False,False,False,False,428.7585342519504,0,1,4,5,No Fraud
1545,True,False,False,False,False,True,False,597.1411074380203,0,6,3,2,No Fraud
1546,False,True,False,False,False,True,False,395.0692134593505,4,2,4,3,No Fraud
1547,False,False,False,False,True,False,True,889.2537551222472,1,7,3,6,No Fraud
1548,False,True,False,False,False,True,False,878.1424303813238,0,2,4,2,No Fraud
1549,False,True,False,False,False,False,False,260.89604915317324,3,2,2,5,No Fraud
1550,True,False,False,False,False,True,False,909.9539868142547,0,6,4,3,No Fraud
1551,False,False,False,False,True,False,True,236.3578399504604,2,4,4,4,No Fraud
1552,False,True,False,False,False,False,True,185.89596366280082,3,6,2,1,No Fraud
1553,False,False,False,True,False,True,False,687.6411541313787,1,8,4,3,No Fraud
1554,False,False,False,False,False,False,False,447.3136952829055,3,3,3,5,No Fraud
1555,True,False,False,False,False,False,True,577.6665341156836,3,5,3,2,No Fraud
1556,False,True,False,False,False,False,True,687.313703743717,0,5,3,3,Fraud
1557,False,False,False,True,False,False,True,147.5535140136864,3,9,2,5,No Fraud
1558,False,False,False,False,False,True,False,363.65785398189405,4,7,4,6,No Fraud
1559,True,False,False,False,False,True,False,514.8156805919804,3,9,4,3,Fraud
1560,True,False,False,False,False,True,False,339.9286688253387,0,8,3,1,No Fraud
1561,True,False,False,False,False,True,False,144.07424585696884,4,3,4,6,No Fraud
1562,False,True,False,False,False,True,False,178.00891590794805,1,2,3,2,Fraud
1563,False,False,False,False,False,True,False,821.5730818783602,2,3,3,6,Fraud
1564,False,False,False,False,False,False,True,920.2480832916334,3,6,3,2,Fraud
1565,False,False,False,False,True,False,True,237.00997218740397,4,4,2,3,No Fraud
1566,False,False,False,False,True,False,True,324.3357615623371,4,1,1,6,No Fraud
1567,False,False,False,False,False,False,True,687.0244642579627,1,9,1,5,No Fraud
1568,False,False,True,False,False,False,True,958.8445984832025,1,6,4,1,No Fraud
1569,False,False,False,True,False,False,False,369.63073821994396,2,1,3,1,Fraud
1570,False,False,False,False,False,False,True,869.692263612401,2,3,1,3,No Fraud
1571,False,False,False,True,False,False,False,555.4221800053388,0,1,1,4,Fraud
1572,True,False,False,False,False,True,False,960.9027751727024,2,9,4,6,Fraud
1573,False,True,False,False,False,False,True,222.63279618537217,2,4,2,3,Fraud
1574,False,True,False,False,False,False,False,976.3051583871878,4,2,4,6,No Fraud
1575,False,False,False,False,True,True,False,496.8807650465572,3,4,4,1,No Fraud
1576,True,False,False,False,False,False,True,957.6445513836355,3,2,3,6,Fraud
1577,False,False,False,False,False,True,False,512.8211953463674,2,6,2,2,Fraud
1578,True,False,False,False,False,False,False,577.0739207085203,0,6,4,3,Fraud
1579,False,False,False,False,False,True,False,824.2975087995889,0,7,1,3,Fraud
1580,False,False,False,False,True,False,False,750.3656506654546,3,9,1,2,Fraud
1581,False,True,False,False,False,True,False,657.6429883755569,1,9,4,6,Fraud
1582,False,False,False,True,False,False,True,475.2820212306004,4,4,3,3,No Fraud
1583,False,False,True,False,False,True,False,813.1945306596452,2,9,3,5,No Fraud
1584,False,False,True,False,False,True,False,953.4054999603884,4,8,4,2,No Fraud
1585,False,False,False,False,True,False,True,108.82980724872415,2,1,2,2,No Fraud
1586,False,False,False,False,False,False,False,629.060586807395,2,7,3,6,No Fraud
1587,True,False,False,False,False,False,False,879.3828360805136,3,7,1,2,No Fraud
1588,False,False,False,True,False,False,True,687.8012836110016,4,4,2,1,No Fraud
1589,True,False,False,False,False,False,False,820.7463320500032,4,7,4,3,No Fraud
1590,False,True,False,False,False,True,False,905.5549934640869,1,5,2,4,No Fraud
1591,False,False,False,True,False,True,False,775.8559142677522,1,5,3,3,Fraud
1592,False,False,True,False,False,True,False,745.3156612282895,4,5,3,3,Fraud
1593,True,False,False,False,False,True,False,968.2713022275265,1,6,1,1,Fraud
1594,False,False,True,False,False,False,False,877.3161921024154,1,7,4,5,No Fraud
1595,True,False,False,False,False,True,False,833.8400826244964,2,5,2,5,No Fraud
1596,False,False,False,False,False,False,False,177.76302442468852,3,9,2,1,No Fraud
1597,False,False,False,False,False,False,False,315.1268948254761,2,9,2,1,No Fraud
1598,False,False,False,False,True,True,False,601.0804218925806,1,7,2,1,No Fraud
1599,False,False,False,False,True,False,True,738.6040944773323,2,3,1,3,No Fraud
1600,False,False,True,False,False,False,False,372.89340397042923,2,4,1,1,No Fraud
1601,False,False,False,False,True,False,True,183.995301808741,0,4,1,4,No Fraud
1602,False,False,False,False,False,False,False,379.98926813372293,2,7,3,2,No Fraud
1603,False,False,False,False,False,False,True,793.9262625224673,2,2,1,5,No Fraud
1604,False,False,False,False,False,False,True,889.6609264072358,3,5,1,6,Fraud
1605,False,False,False,False,False,False,False,921.6132835099085,4,4,4,4,No Fraud
1606,False,False,False,True,False,False,True,440.98001122973295,0,9,4,6,No Fraud
1607,True,False,False,False,False,False,False,435.2847173741768,0,1,4,5,No Fraud
1608,False,False,True,False,False,False,False,466.03672387461194,0,3,4,3,No Fraud
1609,True,False,False,False,False,False,False,438.228522479303,0,6,1,3,No Fraud
1610,True,False,False,False,False,True,False,699.5769467564887,3,4,1,1,Fraud
1611,False,False,False,False,False,True,False,422.49093591879347,4,3,3,5,No Fraud
1612,False,False,False,True,False,True,False,118.30954295282125,3,6,2,3,Fraud
1613,True,False,False,False,False,True,False,495.1221406190846,0,3,2,3,No Fraud
1614,False,False,False,False,False,True,False,301.73685956072893,4,7,4,6,Fraud
1615,False,False,False,False,False,True,False,125.92642400615796,3,1,3,6,No Fraud
1616,False,True,False,False,False,False,False,523.7586563806434,4,9,1,5,No Fraud
1617,False,False,False,True,False,True,False,285.35910327846375,3,2,2,3,No Fraud
1618,False,False,False,False,False,True,False,507.46763335576065,4,4,4,1,No Fraud
1619,False,True,False,False,False,True,False,349.97498794925787,3,6,4,3,No Fraud
1620,False,False,False,True,False,False,False,643.3379832523899,0,6,2,4,No Fraud
1621,False,True,False,False,False,False,False,991.7896481865635,0,8,2,4,No Fraud
1622,False,False,False,False,False,False,False,592.5087286404985,0,8,2,1,Fraud
1623,False,False,False,True,False,True,False,682.2063252034931,3,4,1,4,No Fraud
1624,False,False,True,False,False,False,False,927.3481819760812,4,6,2,6,No Fraud
1625,True,False,False,False,False,True,False,436.60037595258245,4,9,3,3,No Fraud
1626,False,False,False,False,False,True,False,249.89360480702473,1,7,3,4,No Fraud
1627,True,False,False,False,False,False,True,354.51755463749794,2,8,2,4,No Fraud
1628,True,False,False,False,False,True,False,462.5154466430943,0,8,1,3,No Fraud
1629,True,False,False,False,False,False,True,680.5159131302544,0,2,4,5,No Fraud
1630,False,False,True,False,False,True,False,104.12922648674893,0,7,2,1,No Fraud
1631,True,False,False,False,False,False,True,868.0448932902859,1,3,2,5,No Fraud
1632,False,True,False,False,False,False,True,168.4845757448474,1,7,2,5,No Fraud
1633,False,True,False,False,False,True,False,910.5896340266954,1,2,3,4,Fraud
1634,False,False,False,False,False,True,False,954.4910690844089,0,1,3,2,No Fraud
1635,False,False,False,True,False,False,True,991.0925147009206,4,9,4,5,No Fraud
1636,True,False,False,False,False,False,False,828.5591659661899,0,1,1,3,Fraud
1637,True,False,False,False,False,False,True,227.66997334613734,1,1,2,3,No Fraud
1638,False,False,False,False,False,True,False,735.5503389026677,1,3,2,3,No Fraud
1639,False,False,False,False,True,True,False,282.98916154735883,2,1,2,2,No Fraud
1640,True,False,False,False,False,True,False,907.4150520223636,3,7,4,2,No Fraud
1641,False,True,False,False,False,False,False,384.9453330898103,2,7,2,6,No Fraud
1642,True,False,False,False,False,True,False,394.11637936753704,2,8,3,1,Fraud
1643,False,False,False,False,False,False,False,925.8879663233799,0,2,1,2,No Fraud
1644,False,True,False,False,False,False,False,111.9079637053341,3,7,3,1,No Fraud
1645,False,False,True,False,False,True,False,274.5695363352128,3,9,2,6,No Fraud
1646,False,False,False,False,True,False,True,479.73903990710954,0,5,4,3,Fraud
1647,False,False,False,False,True,True,False,730.6494105791737,4,3,3,2,Fraud
1648,False,False,True,False,False,False,False,682.8095494402619,0,9,1,4,Fraud
1649,False,False,False,False,False,True,False,702.4706876504341,4,1,4,6,No Fraud
1650,False,False,True,False,False,True,False,892.0198255695977,4,3,2,4,Fraud
1651,False,False,False,False,False,False,True,208.92737106393096,3,2,2,4,Fraud
